,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.357487922705314,0.4019607843137255,0.3076923076923077,0.3592233009708738,0.305,0.24875621890547264,0.25853658536585367,0.23267326732673269,0.24545454545454545,0.2803738317757009,0.30660377358490565,0.28780487804878047,0.26540284360189575,0.325,0.3155339805825243,0.29411764705882354,0.3217821782178218,0.3317757009345794,0.2577777777777778,0.2783018867924528,0.2975609756097561,0.23728813559322035,0.30845771144278605,0.2523364485981308,0.30303030303030304,0.325,0.3055555555555556,0.30612244897959184,0.37656903765690375,0.2982456140350877,0.3103448275862069,0.2876712328767123,0.29,0.22123893805309736
1,0.3526570048309179,0.4166666666666667,0.4182692307692308,0.45145631067961167,0.35,0.3333333333333333,0.28292682926829266,0.3316831683168317,0.32272727272727275,0.35514018691588783,0.39622641509433965,0.3853658536585366,0.3127962085308057,0.385,0.3737864077669903,0.3480392156862745,0.3613861386138614,0.397196261682243,0.3288888888888889,0.3443396226415094,0.36097560975609755,0.326271186440678,0.417910447761194,0.3037383177570093,0.3722943722943723,0.45416666666666666,0.36574074074074076,0.40816326530612246,0.4476987447698745,0.39035087719298245,0.3891625615763547,0.319634703196347,0.385,0.2920353982300885
2,0.2995169082125604,0.35784313725490197,0.3798076923076923,0.4077669902912621,0.385,0.30845771144278605,0.28780487804878047,0.3069306930693069,0.2863636363636364,0.3037383177570093,0.33962264150943394,0.4,0.2985781990521327,0.39,0.3883495145631068,0.35784313725490197,0.3712871287128713,0.3644859813084112,0.3111111111111111,0.33962264150943394,0.36097560975609755,0.3050847457627119,0.40298507462686567,0.3177570093457944,0.37662337662337664,0.45416666666666666,0.37037037037037035,0.42857142857142855,0.41422594142259417,0.37280701754385964,0.37438423645320196,0.3013698630136986,0.375,0.25663716814159293
3,0.27053140096618356,0.3284313725490196,0.3317307692307692,0.34951456310679613,0.35,0.2885572139303483,0.24878048780487805,0.27722772277227725,0.2818181818181818,0.2757009345794392,0.2971698113207547,0.36585365853658536,0.2843601895734597,0.37,0.3446601941747573,0.3235294117647059,0.3217821782178218,0.34579439252336447,0.29777777777777775,0.29245283018867924,0.3121951219512195,0.288135593220339,0.35323383084577115,0.2897196261682243,0.30735930735930733,0.375,0.36574074074074076,0.3795918367346939,0.3472803347280335,0.3333333333333333,0.3694581280788177,0.2648401826484018,0.285,0.1504424778761062
4,0.25120772946859904,0.31862745098039214,0.3076923076923077,0.2961165048543689,0.32,0.263681592039801,0.21951219512195122,0.2623762376237624,0.2636363636363636,0.2102803738317757,0.30660377358490565,0.3073170731707317,0.23222748815165878,0.31,0.3300970873786408,0.28921568627450983,0.30198019801980197,0.27102803738317754,0.2577777777777778,0.25471698113207547,0.2682926829268293,0.2457627118644068,0.31840796019900497,0.26635514018691586,0.2813852813852814,0.32916666666666666,0.3287037037037037,0.33877551020408164,0.301255230125523,0.2631578947368421,0.3448275862068966,0.2146118721461187,0.23,0.07079646017699115
5,0.19806763285024154,0.2696078431372549,0.2644230769230769,0.2669902912621359,0.265,0.24875621890547264,0.2097560975609756,0.25742574257425743,0.24545454545454545,0.19626168224299065,0.25943396226415094,0.28780487804878047,0.16587677725118483,0.285,0.2815533980582524,0.23039215686274508,0.24752475247524752,0.20093457943925233,0.22666666666666666,0.22169811320754718,0.2048780487804878,0.211864406779661,0.2537313432835821,0.18691588785046728,0.2077922077922078,0.24166666666666667,0.23148148148148148,0.2816326530612245,0.2217573221757322,0.18859649122807018,0.2955665024630542,0.1598173515981735,0.165,0.05309734513274336
6,0.178743961352657,0.22549019607843138,0.2403846153846154,0.24271844660194175,0.22,0.20398009950248755,0.18048780487804877,0.21782178217821782,0.22272727272727272,0.16822429906542055,0.23113207547169812,0.24878048780487805,0.14218009478672985,0.22,0.21359223300970873,0.20588235294117646,0.2376237623762376,0.17289719626168223,0.2088888888888889,0.1650943396226415,0.18536585365853658,0.1906779661016949,0.1890547263681592,0.13551401869158877,0.1774891774891775,0.2,0.18981481481481483,0.24897959183673468,0.18410041841004185,0.13596491228070176,0.21182266009852216,0.1461187214611872,0.105,0.017699115044247787
7,0.14492753623188406,0.19117647058823528,0.22115384615384615,0.21359223300970873,0.185,0.15422885572139303,0.16585365853658537,0.17326732673267325,0.18181818181818182,0.14485981308411214,0.18396226415094338,0.22439024390243903,0.13744075829383887,0.16,0.1650485436893204,0.1715686274509804,0.17326732673267325,0.13551401869158877,0.2088888888888889,0.15566037735849056,0.14634146341463414,0.1440677966101695,0.14427860696517414,0.12149532710280374,0.1471861471861472,0.175,0.1527777777777778,0.20408163265306123,0.13389121338912133,0.12280701754385964,0.16748768472906403,0.1004566210045662,0.065,0.0
8,0.11594202898550725,0.16666666666666666,0.15384615384615385,0.1553398058252427,0.18,0.11940298507462686,0.12682926829268293,0.16336633663366337,0.16363636363636364,0.1588785046728972,0.1509433962264151,0.1902439024390244,0.10426540284360189,0.13,0.14563106796116504,0.14705882352941177,0.14356435643564355,0.10747663551401869,0.17777777777777778,0.12735849056603774,0.13170731707317074,0.1271186440677966,0.13930348258706468,0.09345794392523364,0.12554112554112554,0.16666666666666666,0.12962962962962962,0.15510204081632653,0.11297071129707113,0.10526315789473684,0.13793103448275862,0.0502283105022831,0.05,0.0
9,0.09178743961352658,0.1323529411764706,0.1201923076923077,0.12135922330097088,0.145,0.1044776119402985,0.1073170731707317,0.10891089108910891,0.12272727272727273,0.1308411214953271,0.11320754716981132,0.17073170731707318,0.07582938388625593,0.095,0.11650485436893204,0.11764705882352941,0.11386138613861387,0.0794392523364486,0.1511111111111111,0.12264150943396226,0.11219512195121951,0.1271186440677966,0.12935323383084577,0.08878504672897196,0.1038961038961039,0.13333333333333333,0.09722222222222222,0.1306122448979592,0.08786610878661087,0.08771929824561403,0.12315270935960591,0.0273972602739726,0.02,0.0
